Position,Const,Created,Modified,Description,Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors
251,tt1520211,2018-01-22,2018-01-26,"Rick Grimes (Andrew Lincoln) is a former Sheriff?s deputy who has been in a coma for several months after being shot while on duty. When he wakes, he discovers that the world has been taken over by zombies, and he thinks that he is the only person alive. He goes home and finds out that is son and wife are missing. He meet an other guy with his son who is trying to survive, and tells him what happen. He goes to Atlanta in search of his family nearly escape death by zombie. He is helped by another survivor Glenn who takes Rick to a camp outside the town. There Ricks finds his wife and his son with his best friend who are battle zombies and trying to stay alive with a small group of survivors.
This series is so cool. It is from the popular graphic novel by Robert Kirkman And people loves Zombie movies now there is a series that is kicking ass big time. It is well written, well acted the ensemble cast has chemistry. The walking dead follow the tradition of the movie George A. Romero, ?Night of the Living Dead,? There is a three way romance going on well the all world is going to hell you can be sure they will be some romance going on. The struggle to keep the group alive is the main thing and along the way they find another people, other groups who later on will be after them or stealing from them. Rick does not trust anyone he is trying to keep the group alive. His son does a lot of growing up quickly and he his father right arm. The exact cause of this zombie apocalypse is left unclear, I like it that way use your imagination a lot of things could happen. I went in a store in Paris where a couple girls were talking about series, then they saw the walking dead DVD one of them said I can not watch this series it is so sad and gruesome. Well I will tell you that it is not for everybody, but if you love Zombie movies who will love the series. I have it in my collection.",The Walking Dead,https://www.imdb.com/title/tt1520211/,tvSeries,8.3,44,2010,"Drama, Horror, Sci-Fi, Thriller",774124,2010-10-31,
252,tt0826760,2018-01-22,2018-01-26,"The brutal murder of a young girl starts an extended police investigation. Detective Sarah Lund (Sofie Gråbøl)  supposed to leave for a new life in Sweden, but her superior tells her to stay a little longer to show the rope to her replacement. The girl?s parents and friends struggle to cope with their loss. Troels Hartmann (Lars Mikkelsen) is campaigning to be mayor of Copenhagen, but struggles when links are revealed between city hall and the murder. To make matters worst the car that he rented was found in the lake with a body in it.
Here is a great series. Like I said before other country are copying each other There is the same series in the U.S. of the same title. Now the one go the U.S I saw the first season of it and no only they copied it but they also copied some of the frames of it. Anyway This series takes you on this gruesome murder one day at the time. There is pressure from the police to have the mayor not reveal anything about it until the police gets more information on their investigation. The parents who are trying to find answers and to cope with the loss. It has a realism to it . Once they have a suspect they find on other one and so on. It is a no win situation. It is like you are watching real detective at work. The series in very addicting . It has only 3 seasons but it is so damn good.",Forbrydelsen,https://www.imdb.com/title/tt0826760/,tvSeries,8.4,57,2007,"Crime, Drama, Mystery, Thriller",21738,2007-01-07,
253,tt0436992,2018-01-23,2018-01-26,"Doctor who is 50 years old . The longest running series in the world. I guess people get not get enough go it. I remember back in the day in the late 70?s a geek at the time told me about the series. I watched it for a few years and forgot about it until now and I found out it is still on. By now the creators and producers are driving Ferraris with all the money that they are making. Now that I am back in Europe I am going to start watching it again.
Doctor Who is a British television science fiction series created by Sydney Newman and Donald Wilson and broadcast from November 23, 1963 on BBC One. It tells the adventures of an alien in human form, the Doctor, who travels through space and time on a spaceship, the TARDIS. When the Doctor is mortally wounded, he can survive in regenerating, then it changes appearance and to some extent, personality.
After 26 seasons, the BBC cancelled the series due to a loss of audience and the public interest. In the hope of being able to restart the chain produced with Fox TV movie, released in 1996, but had little success condemning the project. In 2003, the BBC announced that a second series would be produced by Russell T Davies and Julie Gardner, with Davies as head writer. Christopher Eccleston was announced as the new interpreter of the main character. The second series aired since 2005, is a continuation of the first series and already has 7 new seasons, with a broadcast in many countries including France.
Doctor Who is the longest series of science fiction in the world.1, the original series has 679 episodes of 26 minutes (including 255 black and white), 15 episodes of 45 minutes and an episode of 90 minutes. Taken as a whole, the two series have almost 800 episodes.
In France, the series aired from March 12, 1989 on TF1. The latter began airing with the adventures of the Fourth Doctor (Tom Baker). The second series is broadcast on France 4.
This series chronicles the adventures of the Doctor, an alien race of Time Lords (Time Lords) from the planet Gallifrey who travels on a TARDIS ( Time And Relative Dimension (s) In Space , Time and Relativity At Dimensional inter Spatiale2 in French ) , a machine that can travel through space and time . Particularly attached to the Earth, it is regularly accompanied on his travels by companions for humans and mostly women .
The TARDIS Doctor generally the appearance of a British Police Call Box 1950 , camouflage system ( to melt the vessel in a common element in place and when it arises ) is stuck at the first episode of the series .
In the first series (1963-1989) Doctor is a Time Lord among others, while in the second series ( since 2005) , he presents himself as the last survivor of his race. It would have ended the Time War between the Daleks and the Time Lords , destroying them.
Like all Time Lords , the Doctor has the power to regenerate when mortally wounded , but this regeneration is then accompanied by a change of appearance and character : it is always the same person , with the same memories, but with a body and a transformed character . Traditionally, the various incarnations of the Doctor are designated by their place in chronological order. For example, the ? Sixth Doctor ? refers to the sixth incarnation of the character.
Doctor Who appeared for the first time on television at 17:15 (GMT), 23 November 1963, the day after the assassination of President Kennedy, which made the new series went somewhat unnoticed.
In France, the first three seasons of the second series (the one that began in 2005) came out on DVD between 2006 and 2008. The boxes were sold between 700 and 1,000 exemplaires19.
In January 2011, France Télévisions Distribution decided to repeat these three seasons and out of season 4 and a box containing special episodes of the year 200920.
New cabinets are published June 15, 2011 exclusively Fnac and consolidate thirteen episodes each season. DVD seasons 3 and 4 each offer a special Christmas episode except Christmas Invasion Season 2.
Cabinet Season 1 contains three versions: French version French version subtitled in French for the deaf and original version subtitled in French. Cabinet season 4 and the special episodes contains two versions, original and French and subtitles in French and English.
And of douse the series won a few award over the years. And let?s not forget about the video game that came out.",Doctor Who,https://www.imdb.com/title/tt0436992/,tvSeries,8.7,45,2005,"Adventure, Drama, Family, Mystery, Sci-Fi",181832,2005-03-26,
254,tt2069449,2018-01-23,2018-01-26,"Sam ( Melissa George ) is a spy for an organization named Byzantium.  At her last mission she was double crossed and nearly killed. She hide in a remote location to heal to get back in shape and to think who could of framed her. A year later she comes back. They take her back why? Because she is the best agent they have. She soon finds out she is being hunted and someone wants her dead. Is it her old team or someone else?
Now I like I said before other country are coping each other but there is Alias from the U.S. and there is Hunted from the U.K. It is 2 different series Alias Sidney thought she was working for a branch of the CIA . In Hunted Sam has been set up and they tried to kill her they find out she is still alive she is hunted by them. That is cool nothing wrong with that. It is show on Cinemax. Sam has a backdrop story where her mother was killed and Sam kidnaped it is show as a form of flashback from time to time plus you have the sex scene with the fast paced action scenes. I love this on already. Very cool.",Hunted,https://www.imdb.com/title/tt2069449/,tvSeries,7.5,59,2012,"Action, Drama",8137,2012-10-04,
255,tt0285333,2018-01-23,2018-01-26,"Sydney Bristow ( Jennifer Gadner ) is a young, athletic, college graduate who was recruited her freshman year as a secret agent for SD-6, a top-secret branch of the CIA. Later on she tells her boyfriend about her life he ends up dead , Arvin sloan (Ron Rifkin) had him killed. Sidney learn that SD6 is not part of the CIA It is part of a alliance 12 who is out to rule the world. Now Sidney switch side and work for the CIA and becomes an double agent to take down SD 6 with the assistance of her handler, Michael Vaughn ( Michael Vartan)  and her estranged father Jack Bristow ( Vitor Garber ) who is also a double agent. Sidney fights terrorists, Other spies and traitors while trying to keep it a secret from her friends.
Here is a series from Abrams who is smart, funny at times, with action, the characters development is just fine. It is fun to watch this show with the fighting the gadgets, the adventures the back stabbing, It has it all. They are multiple stories going on at all time. The show moves at the paste it should, the characters are well acted and this was fun to watch. Sidney desperately trying to keep her life a secret from her friend while jungle being a double agent prove not easy to do. One draw back the last season was a little rushed with only 17 episodes instead of 22. But other than that a great show.",Alias,https://www.imdb.com/title/tt0285333/,tvSeries,7.6,42,2001,"Action, Drama, Mystery, Sci-Fi, Thriller",41842,2001-09-30,
256,tt0051327,2018-01-23,2018-01-26,"McQueen?s character of Josh Randall is a confederate turned bounty hunter with a soft heard. He helps the needy and prisoners  if they were wrongly accused. He carries a sawed off  Winchester Model 1892. He is able to draw his gun super fast.
I remember this show where my best friend told me about it when it was on TV they were showing reruns of it. I caught most shows. I loved it McQueen the cool dude getting bad guys. Although they change it a bit usually they put a bounty hunter who is ruthless at getting bad guys. There they had him solving people problem, helping them out. A nice touch there. If I remember correctly is has 1/2 hour episode.",Wanted: Dead or Alive,https://www.imdb.com/title/tt0051327/,tvSeries,8.1,30,1958,Western,1601,1958-09-06,
257,tt0055701,2018-01-23,2018-01-26,"The Saint is a modern day Robin Hood of sorts. He steals from rich criminals (gangsters and the like) and keeps the loot for himself. And he usually manages to get the rich criminals put behind bars after he?s stolen their goods. Of course, Chief Inspector Claude Eustace Teal regards him as a common thief, regardless of who he steals from, so the Saint must always stay one step ahead of the doggedly persistent Inspector Teal. Fortunately, his wit, charm, and savoir faire make this a fairly easy task, and the series chronicles his various exploits.
I remember seeing this series back in the 80?s they were doing reruns at the time, Roger Moore nailed his roles as a modern robin hood who steals from the rich criminals. It was a cool series at the time even now. It is a classic cult series. Most of the wardrobe Moore wore in the series was his own. This series started in Black and white, later on was in colour. At the beginning of the series Roger Moore was talking to the audience in character and when the switch to colour it went to a simple narration. The saint began as a mystery series and he went on became more as a spy series. I truly enjoy this series. The have in in DVD now and I am pretty sure you can find it on Netflix.",The Saint,https://www.imdb.com/title/tt0055701/,tvSeries,7.6,50,1962,"Action, Crime, Drama, Mystery, Thriller",3761,1962-10-04,
258,tt1652216,2018-01-23,2018-01-26,"Alan Banks, a commissioner  repulsed by the darkness of humanity is first seen with the DS Annie Cabbot. Venue Service Inspection Services (Professional Standards Department) Cabbot integrate the team of  Banks, young, blonde and beautiful, she is ambitious and unscrupulous Banks and Annie are on the verge of having an intimate relationship but  falls into the arms of a broker tables will prove to be a forger.
The series is from a series of book about a detective called Banks form the author Peter Robinson. The dories are quite good here and easy to follow. they go through the investigation little by little without revealing too much. The cinematography is quite good I have been to England many times it is nice to see it in the series. In every police drama those days rents to be on the realistic side. It a bit predictable but still good, I have watch too many shows and movie it is hard to be surprise those  days. Banks is a little cocky , stubborn ,and a great detective. He does go by the book and never gets caught. The thing is that the character of Banks in TV is different that the one on the books some fans felt betrayed, but Robinson thinks he perfect for the job, that Tomkinson has incarcerated the character very well and Annie is a brunette but the actress is a blonde really that does not matter. Overall it is a great series.",DCI Banks,https://www.imdb.com/title/tt1652216/,tvSeries,7.6,45,2010,"Crime, Drama, Mystery",4147,2010-09-27,
259,tt1288631,2018-01-23,2018-01-26,"In June 1940, Villeneuve, fictional small sub-prefecture of Jura, is distraught by the arrival of the German army. The Occupation of France has just begun, it will last four years. Four years during which we will live with Daniel, Marcel, Marie, Raymond, Jeannine, Lucienne, and many others, in a world where fear, hunger, danger in their daily lives. Four years during which we will share the fate of these ordinary characters, discover their flaws, their secrets and their ability to live in troubled waters.
Here is a great French series. It takes place in 1940 in a fictional little town in the Jura. The thing is that they talk with world war II veteran talk about this they say there were not enough food to go around they had to feed the German first the rest was for them. Some of them were just kids back then. Some own businesses. There was a black market for all kind of food and other merchandise. The first Season was the introduction the occupation of the Germans and them settle down. The other seasons some secrets comes out , an underground resistance is surfacing. Of course they are numerous love triangles., and let?s not forget there is wine drinking after all it is a French series. A must watch I have it in my collection.",Un village français,https://www.imdb.com/title/tt1288631/,tvSeries,8.4,52,2009,Drama,760,2009-06-04,
260,tt0105946,2018-01-23,2018-01-26,"In the year 2258, it is ten years after the Earth-Minbari War. Commander Sinclair takes command of a  five-mile-long cylindrical space station, providing a place where peace can be worked out between the alien races. It is also a trade station. It attracts aliens of any kind and it attracts trouble. Some is truing to smuggle something on it , some kind of weapons, contraband etc ?.and an ancient enemy are rebuilding forces.
Great series and I was hooked from the beginning. It lasted 5 years and the CGI were great at the time. They were getting better at it with them. The first season you see how the station is running and what kind a toile they are getting into. also you will learn about the different races and cultures. Later on they will introduce a new captain. My hats to the set designer who did a great job on this thing as well as the costume designer. Ranked #13 in TV Guide?s list of the ?25 Top Cult Shows Ever!? (30 May 2004 issue).  ",Babylon 5,https://www.imdb.com/title/tt0105946/,tvSeries,8.3,45,1994,"Action, Adventure, Drama, Sci-Fi",25683,1994-01-26,
261,tt0407362,2018-01-23,2018-01-26,"The second war against the Cylons is over and The Twelve Colonies have been destroyed. Commander Adama  (Edward James Olmos) of the Battlestar Galatica and President Laura Roslin ( Mary Mcdonnell)  lead a ragtag fleet of refugees in a supposed search for the fabled lost thirteenth colony, Earth. They are facing dangers and complications, the Cylons are hunting and attack the feet . One of them is an infiltrator.
This show broke out some stereo type. the Commander is Hispanic that was never seen before in any Sci-Fi, Then you have female being a starbuck pilot and a female plays the President. So far so good. The commander takes the ship in space were they are trying to find the 13 colony Earth. Great Sci-Fi series it does not get any better that. A nice cast was put together plus they have the budget for the special effect . The writers got creative in telling the story. It is battle between man and machines. It is fearless on issues like religions, War, gender equity, what is to be human or robot. Later during the series you see that the Cylons are getting smarter, they are evolving. Great 5 seasons.",Battlestar Galactica,https://www.imdb.com/title/tt0407362/,tvSeries,8.7,44,2004,"Action, Adventure, Drama, Sci-Fi",139469,2004-10-18,
262,tt0844441,2018-01-23,2018-01-26,"Here is what is interesting in this original series, There are vampires living among humans the series take place in Louisiana where Sookie Stackhouse ( Anna Paquin) a barmaid can read people?s mind and turn the world upside down of  Bill ?s (Stephen Moyer) life who is a vampire.
Here is a great series the vampires and humans are living together so there are humans rights of course but the vampire want rights too. They can not harm humans or drink their blood. They have true blood to get by. It is like tofu for humans. Vampires have Washington lobbyists, support groups and talk show. They also have their own louche bars, Called  Fangtasia, where reckless mortals, known as Fang-bangers, trawl for the intoxicating taste of vampire sex. True Blood is a based vampires series of fantasy from the novels of Charlaine Harris that revolve around Sookie Stackhouse, a cocktail waitress who falls in love with a vampire and sometimes tries to solve a murder or two. Also you have human for crave for V Vampire?s blood it is like a drug to them. It has its comic moments at time. I am hooked from the beginning.",True Blood,https://www.imdb.com/title/tt0844441/,tvSeries,7.9,55,2008,"Drama, Fantasy, Mystery, Romance, Thriller",217672,2008-09-07,
263,tt0058855,2018-01-23,2018-01-26,"James West and Artemus Gordon are two agents of President Grant who take their splendidly appointed private train through the west to fight evil. Half science fiction and half western, Artemus designs a series of interesting gadgets for James that would make Inspector Gadget proud. A lighthearted adventure series.
I remember this one back in the days I saw it in the rerun in the 70?s That was awesome series it is like the man from U.N.C.L.E. but in a western. Set in the 1870s, with two Secret Service agents operating out of a private train. ?The Wild Wild West? lived up to it?s title, and had more imagination, action, and romance than any other series of it?s time. This series was ahead of its time. Robert Conrad as James West, an impossibly handsome, yet dedicated secret agent had a side kick to take on the world. Ross Martin, a 45-year old with impeccable credentials over a twenty-year career. He had begun acting on radio in the forties, playing a wide variety of characters, and his role as Gordon gave him a similar opportunity, as a master of disguise. Martin and ?Gordon? had much in common, and he and Conrad quickly developed a friendship that would continue until his death, in 1981. The loyalty between the pair was so strong, in fact, that when Martin suffered a mild heart attack, during the series? run, the star and producers refused to write his character out of the show, but filled his ?position? with ?guest stars?, until he was healthy enough to resume the role. The principle theme of the show was that a bad guy wanted to destroy the world and those two agent had to stop him with gadget and such which I loved. It was cancelled so I have heard because it was too violent at the time and the producer were afraid that the series was going to flop so they retired the series on top after 5 years. great series I bet you can find it on Netflix. See it again I know I will.",The Wild Wild West,https://www.imdb.com/title/tt0058855/,tvSeries,8.2,50,1965,"Action, Adventure, Sci-Fi, Thriller, Western",3650,1965-09-17,
264,tt0058805,2018-01-23,2018-01-26,"Maxwell Smart is a bumbling secret agent, assigned by his ?Chief? to foil KAOS? latest plans for taking over the world. Invariably, Smart?s bumbling detective style lands him in hot water. Lucky for him, his faithful assistant ?99? is there to bail him out.
Some dude introduced me to the reruns of Get Smart when I saw the episode I thought there is a series that is cool became a classic and it is funny as well as charming. I loved Barbara Feldon as agent 99. she is 80 years old now and still looking good. she has done a lot of TV after get smart until 2006. There is Don Adams who was working hard on the set no room for improvisation. He had a good relationship with Barbara until he died. He has done a lot of TV until 2000. Those were the good old days back then. I still love the series and I believe you can find it on Netflix. Have fun with this one.",Get Smart,https://www.imdb.com/title/tt0058805/,tvSeries,8.2,25,1965,"Action, Adventure, Comedy, Crime, Family, Mystery, Sci-Fi",9628,1965-09-18,
265,tt1299368,2018-01-23,2018-01-26,"Southland takes a raw look at Los Angeles as it is in the 2000s and as well at the lives of the officers of the Los Angeles Police Department who are trying to contain it.
Now there is a show that has a feel of a realistic documentary well like Dragnet and Adam-12. This a show like that one in today society, In south L.A. and things has changed since 1959. Unfortunately the show was not well received. It had every thing organized crime , gang, burglars, domestic violence, rape, etc?.. C. Thomas Howell delivers an believable alcoholic cop. It is a raw look at L.A. Police officer on the job in south central L.A. A well done show who did not get the praise from the public. That is why it went from NBC to cable channel TNT. The cast delivers a great performance ever seen in a series.",Southland,https://www.imdb.com/title/tt1299368/,tvSeries,8.4,42,2009,"Crime, Drama, Thriller",23418,2009-04-09,
266,tt1565810,2018-01-23,2018-01-26,"2 cops on in service The other not work together to solve crimes from serial killers. Interesting series is great I love it to death. It takes off with some out of this world crimes cases, They will explain how a serial killer think and how to catch one. One cop who got out of the force because he follows a hunch is not well like by the others comrades but somehow He ends up solving the murders and catching the killer. He gets under the skin of the killer. He always works with the other female cop who think he is a genius at it. If you can get a hold of the series back in the states watch it is good.",Den som dræber,https://www.imdb.com/title/tt1565810/,tvSeries,7.2,90,2011,"Action, Crime, Thriller",2208,2011-03-13,
267,tt2711738,2018-01-23,2018-01-26,"Two detectives Karl Roebuck ( Stephen Dillane) and Elise Wassermann (Clémence Poésy) In Folkestone and Calais are called to investigate the death of a French politician. She is found in channel tunnel midway point where England meets France. The work of a serial killer politically motivated.
I Love Clémence ?s character in this one she has no emotion what so ever and doesn?t understand human emotions. but she does the job of being a detective well. On the other hand you have the character of Dilliane who is living with his girlfriend and his son from a previous marriage . He his stable and normal and jokes around and he is good at his Job. There is a series from Sweden and Denmark called the bridge. The French copied it. Everybody copies on everybody But you get Two culture French / English . Then there is the Americans who did their own call the bridge. Like I said different culture and sometime they change it a bit. Very good French series. I can?t wait until next season.",The Tunnel,https://www.imdb.com/title/tt2711738/,tvSeries,7.9,60,2013,"Crime, Drama, Mystery, Thriller",6177,2013-10-16,
268,tt1429534,2018-01-23,2018-01-26,"Four police officers of the SDPJ Hauts-de-Seine, Eddie Caplan, Walter Morlighem, Theo Wachevski and Roxane Delgado discover that a colleagues if there's committed suicide over a case he was unfairly blamed. At that time they will go above the law and cross the line in order to wash the honour of their friend.
Here is a series that is created by Olivier Marshal He is born in the same city I was born and country (France). He was a cop for quite sometimes before decided to be an actors he also is a great director, He writes Crime movie / Thriller Like 36th Precinct, Diamond 13, Les Lyonnais, MR 73, See those on my other website Diversfilms.wordpress.com  now he created this series. But the thing with French series is that we get a new season every 2 years. The 4 cops are embarking on an violent mission to clear his name. They are not going by the book and will get answers don?t matter what the method they have ti go trough. They go head to toe with the internal affair who has investigated their actions. It is similar to the series the Shield from the U.S. which I am going to talk about later. This is a kick ass series a la french style. i think you should find it on Netflix.",Braquo,https://www.imdb.com/title/tt1429534/,tvSeries,8.0,52,2009,"Crime, Thriller",3148,2009-10-12,
269,tt1778108,2018-01-23,2018-01-23,"London, 1956. Against the backdrop of Cold War espionage, government repression, the Suez Canal crisis and Soviet repression in Hungary, a new television show is emerging called The Hour for the BBC.
The hour is on BBC America cable channel. Here is the best series created in Britain. It is a spy thriller and drama and you though in a bunch of journalist in there you have a nice little mix. The show?s name is also the name of the investigative news magazine show being created at the BBC and is loosely based on an actual pioneering show called ?Panorama,"" I come to find out doing a little research. Ambitious young producer Bel Rowley (Romola Garai) wins the jack pot when she?s put in charge of the show. Her long-time friend Freddie Lyon is a young talented journalist is passed over as an anchor but land the journalist investigator. Bel is not too crazy about the fact that they hired Hector Madden (Dominic west) is not much of a writer or anything else which  enrage Freddie where bel know that he is much better suited for the job. The struggle to lift off the show and tries to be the first news to do interviews. The performances of the actors are awesome as well as the writers they really went out there with it .",The Hour,https://www.imdb.com/title/tt1778108/,tvSeries,8.0,60,2011,Drama,8828,2011-07-19,
270,tt1699748,2018-01-23,2018-01-23,"Cullen Bohannon, a former soldier and slaveholder, follows the track of a band of Union soldiers, the killers of his wife. Which brings him in the middle of the biggest railroad construction called the transcontinental railroad. Here is an original western / series the construction of a railroad. Native Americas were trying to hold on to their Land, slaves were being free, and greedy entrepreneurs were getting rich by the minute and sleazy politicians . Everybody were pursuing the American dream. There is revenge in this western like any other western. Colm  Meaney Is fun to watch and does a fine job in this one. Common is doing fine here also in the first season he is the head of his team that build the railroad. Of course they are hookers, priests, thieves, all kind of characters in play. This is the perfect series for western fans like me.",Hell on Wheels,https://www.imdb.com/title/tt1699748/,tvSeries,8.3,42,2011,"Drama, Western",44029,2011-11-06,
271,tt0944947,2018-01-23,2018-01-23,"This series is shot in a studio in Belfast and in places located in Northern Ireland, Malta, Croatia, Iceland and Morocco. The series, set on the fictional continents of Westeros and Essos at the end of a decade-long summer, has several plot lines. The first noble houses in a civil war for the Iron Throne of the seven kingdoms ;the second covers the rising threat of the impending winter and the mythical creatures of the North; The third chronicles the attempts of the exiled last scion of the realm?s deposed dynasty to reclaim the throne. The series explores the issues of social hierarchy, religion, loyalty, corruption, sexuality, civil war, crime, and punishment. And yes it is a big budget production. It has been nominated for a tons of awards and it is the cult series of the decade. It is the best Medieval series. My hats to the writers and producers that stay true to the book. It seems to me that most people are fine with the adaptation of the book and that is a good thing.",Game of Thrones,https://www.imdb.com/title/tt0944947/,tvSeries,9.5,57,2011,"Action, Adventure, Drama, Fantasy, Romance",1419469,2011-04-17,
272,tt2521668,2018-01-23,2018-01-23,"English title: The Returned. The Returned opens in a small mountain community which is rocked to its core when several local people who are presumed dead suddenly re-appear at their homes. They appear  in human form, they have not aged. They want to reclaim their lives but soon finds out that they are not the only one to have been brought back from the dead. Their returned trigger a series of murder who resemble to a serial killer in the past.
In one episode I was totally hooked. well written well casted and using the writers has used  their imagination at their  very best. It is shot in France in village of Annecy. The first character who come back from the  dead is Camille (Yara Pilartz), a young teenage girl who was killed in the awful coach crash. There is a detective in the mix who is trying to figure out who his wife is seeing on the side come to find out it her ex fiancé . Thomas the detective has installed camera all over his house and is spying on his wife. Then you have the serial killer who comes back the question is  he going to kill again. And there is the little boy who is he really why doesn?t have a family. The season finale was exceptional. Here is a great series that everyone should see.",Les Revenants,https://www.imdb.com/title/tt2521668/,tvSeries,8.2,52,2012,"Drama, Fantasy, Horror, Mystery",18279,2012-11-26,
273,tt2180271,2018-01-23,2018-01-23,"Once in a while there is a series that Stand out so once in a while I will review TV series . In a parallel present the artificial human has come into its own. Robots no longer have anything robot-like about them. New technology and advancements in the field of science have made it possible to manufacture a product ? a kind of mechanized servant ? that is so similar to a real human that it can often be considered a perfectly good substitute. The Human Robot (HUBOT) have also given rise to new problems and dilemmas. Thorny legal questions have increasingly started to occupy people?s minds and are still waiting to be answered: Who is responsible for the actions of a Hubot? Do Hubots have some form of ?Hubot rights?? Should they be paid for their work? As an ever growing number of people form relationships with Hubots, the boundaries between human and machine become blurred. When humans make copies of themselves, which are so close to the real thing they form emotional bonds, the questions arises ? What does it really mean to be ?human??
I am in France Now and this series is from Sweden a very good one by the way. This is a daring and dramatic fiction which examines the many societal, legal and human implications of living with human robots called Hubots. Significantly, this multi-layered story intelligently examines robot issues that Hollywood generally avoids like the plague: Hubot sexuality, Hubot pornography, Hubot rights, Hubot sex slaves, illegal trafficking in Hubots, Hubot freedom fighters, humanity?s backlash, murder of humans by Hubots, and more. Take a look at those film The Stepford Wives (1975), Blade Runner (1982), Alien (1979), I,Robot (2004) and others, however the real humans TV series is a fresh New look, and you have to keep up the different New twist each week. This one is great and daring not for kids however. For adult only.",Äkta människor,https://www.imdb.com/title/tt2180271/,tvSeries,8.0,60,2012,"Drama, Sci-Fi, Thriller",5612,2012-01-22,
274,tt2234222,2018-01-23,2018-01-23,"Sara an outsider, street educated comes back in Toronto after disappearing for 10 months. In the subway she witness a murder of a woman who looks like the exact copy of her. She makes a quick decision and snatch her purse that the woman left behind. She gets into a universe that is more intriguing as she comes to find out. I do not want to reveal more than that on this series. It is an original idea Sci-Fi when Tatiana Maslany plays several character and she is wonderful it. she was nominated for a golden globe for Best actress. the rest of the cast is terrific here is a talented cast who kick ass in the is series. a definite must see.",Orphan Black,https://www.imdb.com/title/tt2234222/,tvSeries,8.3,44,2013,"Action, Drama, Sci-Fi",91573,2013-03-30,
275,tt0457229,2018-01-23,2018-01-23,"Providence in A Irish Neighbourhood there are two brothers on either side of the law one a gangster the other a politician. It is organized crime that set in Providence R.I. with the Irish replacing the it Italians, and a brother who is starting out as a politician. The series focuses on two brothers Tommy Caffe ( Jason Isaacs) is a politician with a bright future and is learning the rules in Rode Island. His brother Michael return after being away for seven years. He is a tough mobster enforcer for the Irish mob, and that complicate things with Tommy.
Here is a series that grab you. well done and well written as well as a fantastic cast. I love Fionnula Flanagan who plays Rose Caffe as a tough love approach with her two sons. There is also the falling marriage of Tommy who is trying to keep it together. The story is based on the true life of James J. ?Whitey? Bulger , the second longest running guy who is currently of the FBI?s Top Ten Most Wanted List. It depicts the harsh reality of life in Providence violence, domestic troubles, political backstabbing, and substance abuse. Unfortunately the series came in to an end after 2 years.",Brotherhood,https://www.imdb.com/title/tt0457229/,tvSeries,7.8,60,2006,"Crime, Drama",6458,2006-07-09,
276,tt1124373,2018-01-23,2018-01-23,"Sons of Anarchy, aka SAMCRO, is a motorcycle club that operates both illegal and legal businesses in the small town of Charming California. They are into gun running, own a business a garage, and a porn business to top it all off. Clay ( Ron Perlman) runs  the business old school. Wile Jax (Charlie Hunnman) wants to change the direction of the gang according to his dead fathers' journal. Their conflict has effects on both the club and their personal relationships.
Here is a series created by Kurt Sutter who decided to put his wife to work she is Kathy Sagal who plays Jax?s mother. An original series from FX and I was wondering when it was going to happen, and it did. Nice ensemble cast. Since it is on FX it is censured unfortunately there is no language and no nudity but it is so good and well written, you can see so well written story and it is moving along just fine. It is a powerful drama with character tension. Here is the thing I used to know bikers and the funny thing is that some of them own a garage most likely watch porn, they party hard and drink at times heavily even some of them smokes, yeah that too. Over all it is a great series if you like a series about a biker gang.",Sons of Anarchy,https://www.imdb.com/title/tt1124373/,tvSeries,8.6,45,2008,"Crime, Drama, Thriller",226958,2008-09-03,
277,tt0810788,2018-01-23,2018-01-23,"Michael Westen, a US spy, is suddenly ?burned?, and when you are burned you have no bank,  account no job , no friends, they dump you in Miami. He gets Impossible jobs for people who are in trouble. He relies on an old friends who was an FBI agent and his ex-girl friends who is trigger happy.
I love this series from the start I came back to France so I haven?t seen the last 2 seasons. So I have to catch up soon. I heard that Netflix is coming to France in September of the is years I hope so, so I can put Burn Notice on my list. Michael (Jeffrey Donovan) is determined to find out who burned him (In civilian language ?fired?). In order to make living himself  his friend and his ex-girlfriends help out for a fee of course people who are in serious trouble. They takes plenty of hard cases they come across drug dealers, arms dealers assassins well you get the picture. Meanwhile Michael is truing to found out who burned him. It is an action, adventure, spy show with humour.  There is plenty of fist fight and action in the show but my favourite thing if they have to think of a plan to get those people out of trouble, they get in Michael ?s flat and at least one of them will eat yogurt, it never fails. There is plenty for everybody in this one Action, Adventure, and Fiona kicking ass and shooting gun as she always says ?does it include shooting someone?.",Burn Notice,https://www.imdb.com/title/tt0810788/,tvSeries,8.0,44,2007,"Action, Crime, Drama, Mystery, Thriller",64142,2007-06-28,
